,Obtained,Name,Source
91,,Nomadic Warrior's Cookbook [5],Buy from merchant: Nomadic Merchant East Limgrave
92,,Nomadic Warrior's Cookbook [6],On ground: Fort Haight
93,,Nomadic Warrior's Cookbook [7],On ground: Stormveil Castle
94,,Nomadic Warrior's Cookbook [8],On ground: Tombsward Cave
95,,Nomadic Warrior's Cookbook [9],On ground: Tombsward Catacombs
96,,Perfumer's Cookbook [1],On ground: Perfumer's Ruins
97,,Perfumer's Cookbook [2],On ground: The Shaded Castle
98,,Perfumer's Cookbook [3],On ground: Auriza Side Tomb
99,,Perfumer's Cookbook [4],Buy from merchant: Hermit Merchant Ainsel River
100,,St. Trina Disciple's Cookbook [1],
101,,St. Trina Disciple's Cookbook [2],
102,,St. Trina Disciple's Cookbook [3],
103,,Tibia's Cookbook,
0,,Aeonian Butterfly,"On ground: Abandoned CaveStreet of Sages RuinsAinsel RiverLake of RotMinor Erdtree CatacombsSellia, Town of SorcerySwamp of AeoniaCaelid Buy from merchant: Nomadic Merchant Caelid Highway North Enemy drop: Basilisk (Chance), Lesser Kindred of Rot (Pests) (Chance),"
1,,Albinauric Bloodclot,"On ground: Village of the AlbinauricsLiurnia of the Lakes Enemy drop: Albinauric (Chance), Albinauric Wolfback Archer (Chance),"
2,,Altus Bloom,"On ground: Mirage RiseAltus PlateauCapital OutskirtsLeyndell Royal CapitalSecond Church of MarikaStormcaller ChurchWyndham Ruins Enemy drop: Depraved Perfumer (Chance),"
3,,Arteria Leaf,On ground: Demi-Human Forest RuinsDragon-Burnt RuinsMinor Erdtree (Consecrated Snowfield)Morne TunnelPerfumer's GrottoTombsward CaveVolcano CaveAcademy Gate TownAiling VillageAltus TunnelConsecrated SnowfieldHighroad CaveJarburgLimgraveMountaintops of the GiantsRedmane CastleWeeping PeninsulaMohgwyn PalaceLiurnia of the LakesSpiritcaller's Cave Buy from merchant: Isolated Merchant Weeping Peninsula
4,,Beast Blood,"On ground: Dragonbarrow CaveRedmane CastleLiurnia of the LakesCaelidMt Gelmir Enemy drop: Lion Guardian in Stormveil Castle, Giant Dog (Chance),"
5,,Beast Horn,
6,,Beast Liver,"On ground: Tombsward RuinsLimgraveSiofra RiverSiofra River Well Buy from merchant: Nomadic Merchant East Limgrave Enemy drop: Deer (Chance), Rabbitgaroo (Chance), Sheep (Chance),"
7,,Black Pyrefly,
8,,Blessed Bone Shard,
9,,Blood-Tainted Excrement,On ground: Mohgwyn Palace
10,,Bloodrose,"On ground: Rose ChurchTemple QuarterTestu's RiseDeathtouched CatacombsFort HaightLaskyar RuinsLimgraveMistwoodSecond Church of MarikaMohgwyn PalaceLiurnia of the Lakes Buy from merchant: Nomadic Merchant Mohgwyn Palace Enemy drop: Putrid Corpse in Mohgwyn Palace (Chance),"
11,,Budding Cave Moss,"On ground: Academy Crystal CaveDragonbarrow CavePerfumer's GrottoSellia HideawayStillwater CaveVillage of the AlbinauricsVolcano CavePerfumer's RuinsAltus PlateauLakeside Crystal CaveMountaintops of the GiantsThe Shaded CastleLiurnia of the LakesSpiritcaller's Cave Enemy drop: Depraved Perfumer (Chance),"
12,,Budding Horn,"On ground: Siofra RiverSiofra River Well Buy from merchant: Pidia, Carian Servant Enemy drop: Deer (Chance), Ancestral Follower (Chance), Ancestral Follower Shaman (Chance),"
13,,Cave Moss,On ground: Academy Crystal CaveSeethewater CaveStillwater CaveTombsward CaveVolcano CaveCoastal CaveEarthbore CaveGroveside CaveHighroad CaveLakeside Crystal CaveLeyndell Royal CapitalLimgraveMountaintops of the GiantsMurkwater CaveWeeping PeninsulaLiurnia of the LakesSpiritcaller's Cave
14,,Congealed Putrescence,
15,,Crab Eggs,"On ground: Dragon-Burnt RuinsBlack Knife CatacombsLimgraveMistwoodSiofra RiverSiofra River WellCaelid Enemy drop: Crab (Chance), Giant Crab (Chance), Giant Crayfish (Chance),"
16,,Cracked Crystal,"On ground: Altus PlateauAltus TunnelGael TunnelMorne TunnelOld Altus TunnelRaya Lucaria Crystal TunnelRuin-Strewn PrecipiceSealed TunnelSellia Crystal Tunnel Enemy drop: Giant Miranda Sprout in Church of Vows (Chance),"
17,,Cracked Pot,On ground: Caria ManorGroveside CaveJarburgMinor Erdtree (Caelid)Leyndell Royal Capital Buy from merchant: Nomadic Merchant North LimgraveNomadic Merchant Castle Morne RampartNomadic Merchant Caelid SouthMerchant Kalé
18,,Crystal Bud,On ground: Dragonbarrow CaveFrenzied Flame VillageCapital OutskirtsCaria ManorJarburgLeyndell Royal CapitalLiurnia of the Lakes
19,,Crystal Cave Moss,On ground: Academy Crystal CaveDragonbarrow CavePerfumer's GrottoSeethewater CaveSellia HideawayStillwater CaveVolcano CaveAltus PlateauLakeside Crystal CaveMountaintops of the GiantsLiurnia of the LakesSpiritcaller's Cave
20,,Deep-Purple Lily,
21,,Dewgem,
22,,Dewkissed Herba,"On ground: Grand CloisterHallowhorn GroundsLake of RotNokron, Eternal CitySiofra RiverSiofra River WellDeeproot DepthsMohgwyn Palace Enemy drop: Fallen Hawks Soldier (Chance),"
23,,Dragon's Calorbloom,
24,,Ember of Messmer,
25,,Empyrean-Blood Burgeon,
26,,Erdleaf Flower,On ground: Minor Erdtree (Liurnia Northeast)Minor Erdtree (Liurnia Southwest)Minor Erdtree (Weeping Peninsula)Tombsward RuinsVillage of the AlbinauricsWitchbane RuinsWoodfolk RuinsAiling VillageAltus PlateauBridge of SacrificeCallu Baptismal ChurchChurch of EllehChurch of InhibitionChurch of PilgrimageGatefront RuinsJarburgLimgraveStormhillWeeping PeninsulaLiurnia of the Lakes
27,,Eye of Yelough,On ground: Converted Fringe TowerFrenzied Flame VillageYelough Anix RuinsAiling VillageCallu Baptismal ChurchChurch of InhibitionConsecrated SnowfieldJarburgWeeping PeninsulaLiurnia of the LakesMt Gelmir Buy from merchant: Isolated Merchant Raya Lucaria
28,,Faded Erdleaf Flower,"On ground: Fort GaelLenne's RiseGowry's ShackSellia GatewayForsaken RuinsGrand CloisterLake of RotSellia, Town of SorceryCaelid Enemy drop: Lesser Kindred of Rot (Pests) (Chance),"
29,,Finger Mimic,
30,,Fire Blossom,"On ground: Minor Erdtree (Mountaintops East)Zamor RuinsGuardians' GarrisonMountaintops of the Giants Enemy drop: Blackflame Monk (Chance), Fire Monk (Chance), Flame Chariot (Chance),"
31,,Flight Pinion,"On ground: Divine Tower of LimgraveLimgraveWeeping Peninsula Enemy drop: Bladed Talon Eagle (Chance), Eagle (Chance), Guillemot (Chance),"
32,,Fly Mold,
33,,Formic Rock,"On ground: Ainsel RiverNokron, Eternal CitySiofra RiverMohgwyn Palace"
34,,Four-Toed Fowl Foot,"On ground: Limgrave Enemy drop: Eagle (Chance), Guillemot (Chance),"
35,,Frozen Maggot,
36,,Fulgurbloom,On ground: Consecrated SnowfieldLimgraveStormhillWeeping Peninsula
37,,Furnace Visage,
38,,Gas Stone,
39,,Ghostflame Bloom,
40,,Glintslab Firefly,
41,,Glintstone Firefly,"On ground: DragonbarrowLenne's RiseAcademy Gate TownMoonlight AltarSellia, Town of SorcerySwamp of AeoniaCaelid"
42,,Gold Firefly,"On ground: Windmill VillageAltus PlateauThe Shaded Castle Enemy drop: Giant Bat in Limgrave (Chance),"
43,,Gold-Tinged Excrement,"On ground: Demi-Human Forest RuinsWoodfolk RuinsAltus PlateauChurch of InhibitionLimgraveMistwoodLiurnia of the Lakes Enemy drop: Lesser Wormface (Chance),"
44,,Golden Centipede,"On ground: Minor Erdtree ChurchSiofra River WellAltus PlateauBellum ChurchBellum HighwayGrand CloisterLake of RotLeyndell Royal CapitalNokron, Eternal CityDeeproot Depths"
45,,Golden Rowa,On ground: Capital OutskirtsLeyndell Royal CapitalSecond Church of Marika
46,,Golden Sunflower,"On ground: Capital OutskirtsThe Shaded CastleLeyndell, Capital of Ash Buy from merchant: Hermit Merchant (Leyndell)"
47,,Grave Cricket,
48,,Grave Keeper's Brainpan,
49,,Grave Violet,"On ground: Altus PlateauAuriza Side TombBlack Knife CatacombsCaelid CatacombsCliffbottom CatacombsConsecrated SnowfieldConsecrated Snowfield CatacombsDeathtouched CatacombsGiant-Conquering Hero's GraveImpaler's CatacombsJarburgLaskyar RuinsLeyndell CatacombsLimgraveMinor Erdtree CatacombsMountaintops of the GiantsRoad's End CatacombsSainted Hero's GraveStormfoot CatacombsThe Shaded CastleTombsward CatacombsUnsightly CatacombsWyndham CatacombsLiurnia of the Lakes Enemy drop: Wraith Caller (Chance),"
50,,Gravel Stone,On ground: Leyndell Royal Capital Buy from merchant: Nomadic Merchant West Altus PlateauIsolated Merchant Dragonbarrow
51,,Great Dragonfly Head,"On ground: Caelid Waypoint RuinsDragon-Burnt RuinsTower of ReturnWitchbane RuinsChurch of Dragon CommunionLimgraveWeeping PeninsulaLiurnia of the Lakes Enemy drop: Giant Dragonfly (Chance),"
52,,Hefty Beast Bone,"On ground: Altus PlateauCliffbottom CatacombsConsecrated SnowfieldThe Shaded CastleLakeside Crystal Cave Enemy drop: Bear (Chance), Giant Dog (Chance), Lesser Runebear (Chance),"
53,,Hefty Cracked Pot,
54,,Herba,On ground: Minor Erdtree (Liurnia Southwest)Warmaster's ShackBridge of SacrificeCaria ManorChurch of Dragon CommunionChurch of PilgrimageGatefront RuinsGelmir Hero's GraveJarburgLimgraveMoonfolk RuinsMoonlight AltarStormgateStormhillWeeping PeninsulaLiurnia of the Lakes
55,,Horn-Strewn Excrement,
56,,Human Bone Shard,"On ground: Windmill VillageAltus PlateauSecond Church of MarikaTombsward CatacombsWyndham RuinsDeeproot Depths Enemy drop: Celebrant (Chance), Skeletal Militiaman in Limgrave and Deathtouched Catacombs and Tombsward Catacombs (Chance),"
57,,Knot Resin,
58,,Land Octopus Ovary,"On ground: Coastal CaveAltus PlateauHighroad CaveLimgraveMistwood Enemy drop: Giant Land Octopus (Chance), Land Octopus (Chance),"
59,,Living Jar Shard,"On ground: Perfumer's GrottoAltus PlateauJarburg Enemy drop: Living Jar (Chance),"
60,,Lump of Flesh,"On ground: Volcano CaveConsecrated SnowfieldGroveside CaveLimgraveMountaintops of the GiantsStormgateWeeping PeninsulaSpiritcaller's Cave Buy from merchant: Nomadic Merchant East Limgrave Enemy drop: Bear (Chance), Boar (Chance), Dog (Chance), Lone Wolf (Chance),"
61,,Melted Mushroom,"On ground: Hallowhorn GroundsNokron, Eternal CitySiofra RiverSiofra River WellDeeproot DepthsMohgwyn Palace Enemy drop: Putrid Corpse in Caelem Ruins (Chance),"
62,,Miquella's Lily,"On ground: Converted Fringe TowerCaria ManorCave of the ForlornConsecrated SnowfieldJarburgRedmane CastleSellia, Town of Sorcery Enemy drop: Haligtree Knight (Chance),"
63,,Miranda Powder,"On ground: Perfumer's GrottoWaypoint RuinsAltus PlateauLeyndell Royal CapitalMistwoodThe Shaded Castle Enemy drop: Giant Miranda Sprout in Waypoint Ruins and Stillwater Cave and Frenzied Flame Village (Chance), Depraved Perfumer (Chance),"
64,,Mushroom,"On ground: Converted Fringe TowerCorpse-Stench ShackDragon-Burnt RuinsFort GaelKingsrealm RuinsMinor Erdtree (Liurnia Northeast)Minor Erdtree (Liurnia Southwest)Minor Erdtree (Weeping Peninsula)Testu's RiseVillage of the AlbinauricsWaypoint RuinsAiling VillageAltus PlateauCaria ManorChurch of Dragon CommunionChurch of IrithChurch of PilgrimageGroveside CaveJarburgLaskyar RuinsLeyndell Royal CapitalLimgraveMoonfolk RuinsMoonlight AltarMurkwater CatacombsMurkwater CaveStormgateSummonwater VillageThe Shaded CastleWeeping PeninsulaLiurnia of the LakesCaelidMt Gelmir Enemy drop: Exile Soldier (Chance), Soldier (Chance), Skeletal Militiaman in Deathtouched Catacombs and Tombsward Catacombs (Chance), Zombie in Impaler's Catacombs and Weeping Peninsula (Chance),"
65,,Nailstone,
66,,Nascent Butterfly,"On ground: Perfumer's RuinsZamor RuinsAinsel RiverAltus PlateauCastle SolConsecrated SnowfieldGrand CloisterLeyndell Royal CapitalMountaintops of the GiantsNight's Sacred GroundNokron, Eternal CityNokstella, Eternal CityDeeproot DepthsMohgwyn PalaceMt GelmirOrdina Liturgical Town Buy from merchant: Abandoned Merchant Siofra River Enemy drop: Ancestral Follower Shaman (Chance),"
67,,Nectarblood Burgeon,
68,,Old Fang,"On ground: Gaol CaveLeyndell Royal CapitalRedmane CastleWeeping Peninsula Buy from merchant: Pidia, Carian Servant Enemy drop: Lion Guardian in Stormveil Castle, Misbegotten (Chance),"
69,,Pearlescent Scale,
70,,Perfume Bottle,On ground: Altus PlateauPerfumer's GrottoPerfumer's RuinsStreet of Sages RuinsSwamp of AeoniaThe Shaded CastleLeyndell Royal Capital Buy from merchant: Hermit Merchant (Leyndell)
71,,Poisonbloom,"On ground: Demi-Human Forest RuinsDragon-Burnt RuinsSeethewater CaveTombsward CaveWitchbane RuinsWaypoint RuinsJarburgLimgraveMistwoodMurkwater CatacombsWeeping PeninsulaCaelid Enemy drop: Giant Miranda Sprout in Waypoint Ruins and Stillwater Cave and Frenzied Flame Village (Chance), Miranda Sprout (Chance),"
72,,Rada Fruit,
73,,Rauh Burrow,
74,,Red Fulgurbloom,
75,,Redflesh Mushroom,
76,,Rimed Crystal Bud,On ground: Apostate DerelictMinor Erdtree (Consecrated Snowfield)Caria ManorConsecrated Snowfield
77,,Rimed Rowa,On ground: Apostate DerelictMinor Erdtree (Consecrated Snowfield)Yelough Anix RuinsConsecrated Snowfield
78,,Ritual Pot,"On ground: Auriza Side TombJarburgLaskyar RuinsSubterranean Shunning-Grounds Buy from merchant: Isolated Merchant DragonbarrowPidia, Carian Servant"
79,,Root Resin,On ground: Coastal CaveAuriza Hero's GraveCaelid CatacombsCliffbottom CatacombsConsecrated SnowfieldConsecrated Snowfield CatacombsLimgraveMurkwater CatacombsRoad's End CatacombsSainted Hero's GraveStormfoot CatacombsWeeping PeninsulaLiurnia of the Lakes
80,,Roundrock,
81,,Rowa Fruit,"On ground: Chelona's RiseDragon-Burnt RuinsDragonbarrow CaveFrenzied Flame VillageKingsrealm RuinsMinor Erdtree (Liurnia Northeast)Minor Erdtree (Liurnia Southwest)Minor Erdtree (Mistwood)Minor Erdtree (Weeping Peninsula)Stranded GraveyardTestu's RiseTombsward RuinsTower of ReturnVillage of the AlbinauricsWritheblood RuinsWaypoint RuinsStormhill ShackAiling VillageAltus PlateauBridge of SacrificeCallu Baptismal ChurchCaria ManorChurch of Dragon CommunionChurch of EllehChurch of InhibitionChurch of PilgrimageFourth Church of MarikaGatefront RuinsGelmir Hero's GraveJarburgLaskyar RuinsLimgraveLunar Estate RuinsMistwoodMoonfolk RuinsMoonlight AltarStormgateStormhillStranded GraveyardWeeping PeninsulaLiurnia of the Lakes Enemy drop: Revenant in Laskyar Ruins and Lunar Estate Ruins (Chance),"
82,,Ruin Fragment,"On ground: Waypoint RuinsAltus PlateauChurch of PilgrimageLimgraveSealed TunnelStormgateStormhillWeeping PeninsulaLiurnia of the LakesCaelid Buy from merchant: Gatekeeper Gostoc Enemy drop: Abnormal Stone Cluster (Chance),"
83,,Sacramental Bud,"On ground: Corpse-Stench ShackWritheblood RuinsAltus PlateauChurch of the PlagueLeyndell CatacombsMohgwyn PalaceCaelidMt Gelmir Enemy drop: Millicent ,"
84,,Sanctuary Stone,"On ground: Minor Erdtree (Weeping Peninsula)Castle MorneWeeping PeninsulaLiurnia of the Lakes Enemy drop: Abnormal Stone Cluster (Chance), Azula Beastman (Chance), Lesser Pumpkin Head (Chance),"
85,,Sanguine Amaryllis,
86,,Scarlet Bud,
87,,Scorpion Liver,
88,,Shadow Sunflower,
89,,Sharp Gravel Stone,
90,,Silver Firefly,"On ground: Academy Crystal CavePerfumer's GrottoCoastal CaveEarthbore CaveAinsel RiverAltus PlateauGael TunnelGroveside CaveHighroad CaveLakeside Crystal CaveLimgraveMountaintops of the GiantsNokron, Eternal CityNokstella, Eternal CitySiofra RiverSiofra River WellLiurnia of the LakesSpiritcaller's Cave"
91,,Silver Tear Husk,"On ground: Ainsel RiverNokron, Eternal CityNokstella, Eternal City Enemy drop: Silver Tear (Chance),"
92,,Sliver of Meat,"On ground: Minor Erdtree (Weeping Peninsula)Volcano CaveLimgraveWeeping Peninsula Buy from merchant: Nomadic Merchant East Limgrave Enemy drop: Deer (Chance), Rabbitgaroo (Chance), Sheep (Chance),"
93,,Slumbering Egg,"On ground: Fort LaieddMirage RiseAltus PlateauLimgraveStormhillMt Gelmir Buy from merchant: Pidia, Carian Servant Enemy drop: Owl (Chance),"
94,,Smoldering Butterfly,"On ground: Caelem RuinsForest Lookout TowerCoastal CaveAltus PlateauBridge of SacrificeCastle MorneChurch of the PlagueFort HaightGrand CloisterGuardians' GarrisonLake of RotLeyndell Royal CapitalLimgraveMountaintops of the GiantsRedmane CastleSellia, Town of SorceryStormfoot CatacombsWeeping PeninsulaLiurnia of the LakesMt Gelmir Enemy drop: Burning Slug (Chance), Blackflame Monk (Chance), Exile Soldier (Chance), Fire Monk (Chance), Highwayman (Chance), Flame Chariot (Chance), Soldier (Chance), Skeletal Militiaman in Deathtouched Catacombs and Tombsward Catacombs (Chance),"
95,,Spirit Calculus,
96,,Spiritgrave Stone,
97,,Stormhawk Feather,"On ground: Divine Tower of LimgraveWindmill VillageAltus PlateauLimgraveWyndham RuinsLiurnia of the Lakes Buy from merchant: Gatekeeper Gostoc Enemy drop: Bladed Talon Eagle (Chance), Exile Soldier (Chance),"
98,,String,"On ground: Lux RuinsCoastal CaveAltus PlateauLeyndell Royal CapitalLimgrave Enemy drop: Demi-Human (Chance),"
99,,Strip of White Flesh,"On ground: Highroad CaveLimgraveMistwoodLiurnia of the Lakes Enemy drop: Crab (Chance), Giant Crab (Chance), Giant Land Octopus (Chance), Giant Crayfish (Chance), Turtle (Chance), Oracle Envoy (Chance), Large Oracle Envoy (Chance), Oracle Envoy Giant (Chance),"
100,,Swollen Grape,
101,,Tarnished Golden Sunflower,"On ground: Minor Erdtree (Caelid)Minor Erdtree (Consecrated Snowfield)Minor Erdtree (Liurnia Northeast)Minor Erdtree (Mistwood)Minor Erdtree (Weeping Peninsula)Weeping EvergaolCastle MorneChurch of PilgrimageConsecrated SnowfieldJarburgMinor Erdtree (Altus Plateau)MistwoodWeeping PeninsulaLeyndell, Capital of AshLiurnia of the Lakes Enemy drop: Guardian (Chance),"
102,,Thin Beast Bones,"On ground: Castle MorneGroveside CaveHighroad CaveLimgraveMistwoodMountaintops of the GiantsWeeping PeninsulaSpiritcaller's Cave Enemy drop: Boar (Chance), Deer (Chance), Dog (Chance), Rabbitgaroo (Chance), Rotten Stray (Chance), Sheep (Chance), Lone Wolf (Chance), Ancestral Follower (Chance), Ancestral Follower Shaman (Chance),"
103,,Toxic Mossling,
104,,Toxic Mushroom,"On ground: Abandoned CaveStreet of Sages RuinsTombsward CaveAltus PlateauSellia, Town of SorceryThe Shaded CastleWeeping Peninsula Enemy drop: Putrid Corpse in The Shaded Castle (Chance), Servant of Rot (Chance),"
105,,Trina's Lily,"On ground: Apostate DerelictDemi-Human Forest RuinsMinor Erdtree (Consecrated Snowfield)Slumbering Wolfs ShackTombsward RuinsWaypoint RuinsEarthbore CaveAcademy Gate TownConsecrated SnowfieldForsaken RuinsJarburgLaskyar RuinsLimgraveMistwoodNokron, Eternal CitySiofra RiverSummonwater VillageWeeping PeninsulaLiurnia of the Lakes Buy from merchant: Nomadic Merchant East LimgraveIsolated Merchant Raya Lucaria"
106,,Turtle Neck Meat,"On ground: Gaol CaveLimgrave Enemy drop: Turtle (Chance),"
107,,Volcanic Stone,"On ground: Corpse-Stench ShackFort LaieddMt Gelmir Enemy drop: Abnormal Stone Cluster (Chance), Man-Serpent (Chance),"
108,,Whiteflesh Mushroom,
109,,Winter-Lantern Fly,
110,,Yellow Ember,"On ground: Yelough Anix RuinsCathedral of the ForsakenConsecrated SnowfieldLiurnia of the Lakes Enemy drop: Frenzied Villager (Chance),"
111,,Yellow Fulgurbloom,
0,,Crimson Crystal Tear (1),On ground: Capital Outskirts
1,,Crimson Crystal Tear (2),On ground: Third Church of Marika
2,,Crimsonspill Crystal Tear,"Enemy drop: Wormface ,"
3,,Crimsonburst Crystal Tear,"Enemy drop: Erdtree Avatar in Minor Erdtree (Weeping Peninsula),"
4,,Cerulean Crystal Tear (1),"Enemy drop: Erdtree Avatar in Minor Erdtree (Liurnia Southwest),"
5,,Cerulean Crystal Tear (2),"Enemy drop: Erdtree Avatar in Minor Erdtree (Mountaintops East),"
